GDS ID	Pubmed ID	MeSH Terms
GDS3554	18578872	Computational Biology/methods ¥ DNA Probes/analysis ¥ Databases, Genetic ¥ False Positive Reactions ¥ Gene Expression Profiling/instrumentation ¥ Gene Expression Profiling/methods* ¥ Gene Expression Profiling/standards ¥ Humans ¥ Macrophages/metabolism* ¥ Monocytes/metabolism* ¥ Oligonucleotide Array Sequence Analysis/instrumentation ¥ Oligonucleotide Array Sequence Analysis/methods* ¥ Oligonucleotide Array Sequence Analysis/standards ¥ Quality Control ¥ RNA, Messenger/metabolism ¥ Reference Standards ¥ Regression Analysis ¥ Reproducibility of Results
GDS3555	18578872	Computational Biology/methods ¥ DNA Probes/analysis ¥ Databases, Genetic ¥ False Positive Reactions ¥ Gene Expression Profiling/instrumentation ¥ Gene Expression Profiling/methods* ¥ Gene Expression Profiling/standards ¥ Humans ¥ Macrophages/metabolism* ¥ Monocytes/metabolism* ¥ Oligonucleotide Array Sequence Analysis/instrumentation ¥ Oligonucleotide Array Sequence Analysis/methods* ¥ Oligonucleotide Array Sequence Analysis/standards ¥ Quality Control ¥ RNA, Messenger/metabolism ¥ Reference Standards ¥ Regression Analysis ¥ Reproducibility of Results
GDS3556	19164467	Adrenal Gland Neoplasms/genetics ¥ Adrenal Gland Neoplasms/metabolism ¥ Adrenal Gland Neoplasms/pathology ¥ Aldosterone/metabolism* ¥ Aldosterone Synthase/genetics ¥ Aldosterone Synthase/metabolism ¥ Anticholesteremic Agents/adverse effects ¥ Anticholesteremic Agents/chemistry ¥ Anticholesteremic Agents/pharmacology ¥ Blood Pressure/drug effects ¥ Calcium Signaling/drug effects ¥ Calcium Signaling/physiology* ¥ Carcinoma/genetics ¥ Carcinoma/metabolism ¥ Carcinoma/pathology ¥ Cell Line, Tumor ¥ Cholesterol Ester Transfer Proteins/antagonists & inhibitors* ¥ Drug Evaluation, Preclinical ¥ Gene Expression Regulation, Neoplastic/drug effects ¥ Humans ¥ Hydrocortisone/metabolism* ¥ Intracellular Fluid/drug effects ¥ Intracellular Fluid/metabolism ¥ Models, Biological ¥ Quinolines/adverse effects ¥ Quinolines/chemistry ¥ Quinolines/pharmacology* ¥ Steroid 11-beta-Hydroxylase/genetics ¥ Steroid 11-beta-Hydroxylase/metabolism ¥ Structure-Activity Relationship
GDS3557	19359602	Animals ¥ Cell Adhesion ¥ Cells, Cultured ¥ Coculture Techniques ¥ Disease Models, Animal ¥ Down-Regulation ¥ Endothelial Cells/drug effects ¥ Endothelial Cells/metabolism* ¥ Endotoxemia/metabolism ¥ Humans ¥ Inflammation/metabolism ¥ Inflammation/prevention & control* ¥ Interleukin-8/genetics ¥ Interleukin-8/metabolism* ¥ Lipopolysaccharides/pharmacology ¥ Male ¥ Mice ¥ Mice, Inbred C57BL ¥ Neutrophils/metabolism ¥ Oncogene Proteins/metabolism ¥ Promoter Regions, Genetic* ¥ RNA Interference ¥ RNA, Messenger/metabolism ¥ RNA, Small Interfering/metabolism ¥ Time Factors ¥ Trans-Activators/genetics ¥ Trans-Activators/metabolism* ¥ Transcription, Genetic* ¥ Tumor Necrosis Factor-alpha/metabolism
GDS3558	19298223	Animals ¥ Apoptosis/drug effects ¥ Benzoic Acids/administration & dosage ¥ Benzoic Acids/pharmacology* ¥ Cell Line, Tumor ¥ Disease Progression ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic/drug effects* ¥ Humans ¥ Iron Chelating Agents/administration & dosage ¥ Iron Chelating Agents/pharmacology* ¥ Leukemia, Myeloid/genetics ¥ Leukemia, Myeloid/metabolism* ¥ Leukemia, Myeloid/pathology ¥ Mice ¥ Mice, Nude ¥ Protein Kinases/metabolism* ¥ Ribosomal Protein S6/metabolism ¥ Signal Transduction/drug effects* ¥ TOR Serine-Threonine Kinases ¥ Transcription Factors/genetics ¥ Transcription Factors/metabolism* ¥ Triazoles/administration & dosage ¥ Triazoles/pharmacology* ¥ Up-Regulation ¥ Xenograft Model Antitumor Assays
GDS3559	19162166	Adult ¥ Benzene/toxicity* ¥ Female ¥ Gene Expression Profiling/methods* ¥ Humans ¥ Leukocytes, Mononuclear/drug effects* ¥ Leukocytes, Mononuclear/metabolism ¥ Male ¥ Occupational Exposure*/prevention & control ¥ Oligonucleotide Array Sequence Analysis/instrumentation ¥ Oligonucleotide Array Sequence Analysis/methods*
GDS3560	19162166	Adult ¥ Benzene/toxicity* ¥ Female ¥ Gene Expression Profiling/methods* ¥ Humans ¥ Leukocytes, Mononuclear/drug effects* ¥ Leukocytes, Mononuclear/metabolism ¥ Male ¥ Occupational Exposure*/prevention & control ¥ Oligonucleotide Array Sequence Analysis/instrumentation ¥ Oligonucleotide Array Sequence Analysis/methods*
GDS3561	19162166	Adult ¥ Benzene/toxicity* ¥ Female ¥ Gene Expression Profiling/methods* ¥ Humans ¥ Leukocytes, Mononuclear/drug effects* ¥ Leukocytes, Mononuclear/metabolism ¥ Male ¥ Occupational Exposure*/prevention & control ¥ Oligonucleotide Array Sequence Analysis/instrumentation ¥ Oligonucleotide Array Sequence Analysis/methods*
GDS3567	19718476	Calcineurin/metabolism ¥ Cyclosporine/metabolism ¥ Endothelial Cells/cytology ¥ Gene Expression Regulation* ¥ Humans ¥ Inflammation* ¥ Interleukin-1/metabolism ¥ Models, Genetic ¥ Multigene Family ¥ Neovascularization, Pathologic* ¥ Oligonucleotide Array Sequence Analysis ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Transcription, Genetic* ¥ Vascular Endothelial Growth Factor A/metabolism* ¥ Vascular Endothelial Growth Factor Receptor-2/metabolism
GDS3568	19718476	Calcineurin/metabolism ¥ Cyclosporine/metabolism ¥ Endothelial Cells/cytology ¥ Gene Expression Regulation* ¥ Humans ¥ Inflammation* ¥ Interleukin-1/metabolism ¥ Models, Genetic ¥ Multigene Family ¥ Neovascularization, Pathologic* ¥ Oligonucleotide Array Sequence Analysis ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Transcription, Genetic* ¥ Vascular Endothelial Growth Factor A/metabolism* ¥ Vascular Endothelial Growth Factor Receptor-2/metabolism
GDS3570	19718476	Calcineurin/metabolism ¥ Cyclosporine/metabolism ¥ Endothelial Cells/cytology ¥ Gene Expression Regulation* ¥ Humans ¥ Inflammation* ¥ Interleukin-1/metabolism ¥ Models, Genetic ¥ Multigene Family ¥ Neovascularization, Pathologic* ¥ Oligonucleotide Array Sequence Analysis ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Transcription, Genetic* ¥ Vascular Endothelial Growth Factor A/metabolism* ¥ Vascular Endothelial Growth Factor Receptor-2/metabolism
GDS3571	19607805	Basic Helix-Loop-Helix Transcription Factors/genetics ¥ Calcium-Binding Proteins/genetics ¥ Cell Adhesion/genetics ¥ Cell Communication/genetics ¥ Cell Cycle/genetics ¥ Cell Cycle Proteins/genetics ¥ Cell Movement/genetics ¥ Endometrium/metabolism* ¥ Female ¥ Gene Expression Regulation* ¥ Homeodomain Proteins/genetics ¥ Humans ¥ Intercellular Signaling Peptides and Proteins/genetics ¥ Membrane Proteins/genetics ¥ Neovascularization, Physiologic/genetics ¥ Oligonucleotide Array Sequence Analysis ¥ Receptor, Notch1/genetics ¥ Receptor, Notch1/metabolism* ¥ Receptor, Notch2/genetics ¥ Receptor, Notch2/metabolism* ¥ Receptors, Notch/genetics ¥ Receptors, Notch/metabolism* ¥ Stromal Cells/metabolism
GDS3573	19643200	Antibodies, Monoclonal/pharmacology ¥ Bacterial Proteins/genetics ¥ Bacterial Proteins/metabolism ¥ Cell Growth Processes/drug effects ¥ Chlamydophila Infections/genetics ¥ Chlamydophila Infections/immunology* ¥ Chlamydophila pneumoniae/genetics ¥ Chlamydophila pneumoniae/growth & development* ¥ Chlamydophila pneumoniae/metabolism ¥ Dendritic Cells/enzymology ¥ Dendritic Cells/immunology* ¥ Dendritic Cells/metabolism ¥ Dendritic Cells/microbiology ¥ Host-Pathogen Interactions* ¥ Humans ¥ Indoleamine-Pyrrole 2,3,-Dioxygenase/biosynthesis ¥ Indoleamine-Pyrrole 2,3,-Dioxygenase/immunology ¥ Indoleamine-Pyrrole 2,3,-Dioxygenase/metabolism* ¥ Interferon-gamma/biosynthesis ¥ Interferon-gamma/immunology ¥ Oligonucleotide Array Sequence Analysis ¥ Polymerase Chain Reaction ¥ Reproducibility of Results ¥ Tryptophan/metabolism ¥ Tumor Necrosis Factor-alpha/antagonists & inhibitors ¥ Tumor Necrosis Factor-alpha/metabolism ¥ Tumor Necrosis Factor-alpha/pharmacology ¥ Up-Regulation
GDS3576	19765279	Anemia, Diamond-Blackfan/genetics* ¥ Base Sequence ¥ Case-Control Studies ¥ DNA Mutational Analysis ¥ Female ¥ Fibroblasts/metabolism* ¥ Gene Expression Profiling* ¥ Humans ¥ Male ¥ Molecular Sequence Data ¥ Mutation ¥ Oligonucleotide Array Sequence Analysis ¥ Protein Biosynthesis ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Ribosomal Proteins/genetics*
GDS3578	19652203	Animals ¥ Cell Cycle/genetics ¥ Cell Proliferation ¥ Disease Progression ¥ Drug Resistance, Neoplasm/genetics ¥ Gene Expression Regulation, Enzymologic ¥ Gene Expression Regulation, Neoplastic ¥ Humans ¥ Mice ¥ Mice, Inbred NOD ¥ Mice, SCID ¥ Mice, Transgenic ¥ Multiple Myeloma/genetics* ¥ Multiple Myeloma/pathology ¥ Protein-Serine-Threonine Kinases/genetics* ¥ Protein-Serine-Threonine Kinases/physiology ¥ Transplantation, Heterologous ¥ Tumor Cells, Cultured ¥ Wnt Proteins/genetics ¥ Wnt Proteins/physiology* ¥ beta Catenin/genetics ¥ beta Catenin/physiology*
GDS358	12970564	Algorithms ¥ Cluster Analysis ¥ Colony Count, Microbial ¥ Cytokines/genetics ¥ Cytokines/metabolism ¥ Gene Expression Profiling* ¥ Gene Expression Regulation* ¥ Genes, Immunoglobulin ¥ Humans ¥ Immunity, Cellular ¥ Immunity, Innate ¥ Leprosy, Lepromatous/classification* ¥ Leprosy, Lepromatous/genetics* ¥ Leprosy, Lepromatous/immunology ¥ Leprosy, Lepromatous/physiopathology ¥ Leprosy, Tuberculoid/classification* ¥ Leprosy, Tuberculoid/genetics* ¥ Leprosy, Tuberculoid/immunology ¥ Leprosy, Tuberculoid/physiopathology ¥ Macrophages, Alveolar/microbiology ¥ Membrane Glycoproteins/immunology ¥ Mycobacterium tuberculosis/growth & development ¥ Mycobacterium tuberculosis/immunology ¥ Oligonucleotide Array Sequence Analysis ¥ Polymerase Chain Reaction ¥ Principal Component Analysis ¥ Receptors, Cell Surface/immunology ¥ Receptors, Immunologic/genetics ¥ Receptors, Immunologic/metabolism ¥ Toll-Like Receptors ¥ Up-Regulation
GDS3580	19218196	Adult ¥ Age Factors ¥ Bronchoalveolar Lavage Fluid/chemistry ¥ Case-Control Studies ¥ Cytokines/biosynthesis ¥ Cytokines/genetics ¥ Cytokines/immunology ¥ Female ¥ Gene Expression Profiling ¥ Gene Expression Regulation ¥ Granuloma/enzymology ¥ Granuloma/genetics ¥ Humans ¥ Male ¥ Matrix Metalloproteinase 12/biosynthesis ¥ Matrix Metalloproteinase 12/genetics* ¥ Metalloendopeptidases/biosynthesis ¥ Metalloendopeptidases/genetics* ¥ Microarray Analysis ¥ Middle Aged ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Sarcoidosis, Pulmonary/enzymology ¥ Sarcoidosis, Pulmonary/genetics* ¥ Sarcoidosis, Pulmonary/immunology ¥ Sarcoidosis, Pulmonary/pathology ¥ Sex Factors ¥ Th1 Cells/immunology
GDS3581	19705064	Antimitotic Agents/chemistry ¥ Antimitotic Agents/pharmacology* ¥ Apoptosis/drug effects ¥ Cell Line, Tumor ¥ Cell Proliferation/drug effects ¥ Combinatorial Chemistry Techniques* ¥ Drug Screening Assays, Antitumor ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic/drug effects ¥ Genes, Neoplasm/genetics ¥ Heterocyclic Compounds with 4 or More Rings/chemistry ¥ Heterocyclic Compounds with 4 or More Rings/pharmacology* ¥ Humans ¥ Microtubules/drug effects* ¥ Microtubules/metabolism* ¥ Mitosis/drug effects* ¥ Mitotic Spindle Apparatus/drug effects ¥ Mitotic Spindle Apparatus/metabolism ¥ Small Molecule Libraries/chemistry ¥ Small Molecule Libraries/pharmacology* ¥ Tubulin/metabolism ¥ Up-Regulation/drug effects
GDS3592	20040092	Adenocarcinoma, Papillary/genetics ¥ Adenocarcinoma, Papillary/pathology ¥ Adult Stem Cells/metabolism ¥ Adult Stem Cells/pathology ¥ Cell Cycle/genetics ¥ Cell Transformation, Neoplastic/genetics ¥ Epithelial Cells/cytology ¥ Epithelial Cells/metabolism ¥ Epithelial Cells/pathology* ¥ Female ¥ Frozen Sections ¥ Gene Expression Profiling* ¥ Gene Expression Regulation, Neoplastic ¥ Humans ¥ Lasers ¥ Microdissection ¥ Multipotent Stem Cells/cytology ¥ Multipotent Stem Cells/metabolism* ¥ Multipotent Stem Cells/pathology* ¥ Neoplastic Stem Cells/metabolism ¥ Neoplastic Stem Cells/pathology* ¥ Ovarian Neoplasms/genetics ¥ Ovarian Neoplasms/pathology* ¥ Ovary/cytology* ¥ Ovary/metabolism ¥ Ovary/pathology ¥ Phenotype ¥ Signal Transduction/genetics
GDS3595	20011590	Animals ¥ Birds/virology ¥ Cells, Cultured ¥ Down-Regulation/genetics ¥ Gene Expression Profiling ¥ Host-Pathogen Interactions/genetics ¥ Host-Pathogen Interactions/immunology* ¥ Humans ¥ Influenza A Virus, H1N1 Subtype/immunology* ¥ Influenza A Virus, H5N1 Subtype/immunology* ¥ Influenza in Birds/immunology ¥ Influenza in Birds/virology* ¥ Influenza, Human/immunology ¥ Influenza, Human/virology* ¥ Interferon Type I/immunology ¥ Macrophages/immunology* ¥ Macrophages/virology* ¥ Monocytes/cytology ¥ Oligonucleotide Array Sequence Analysis ¥ Reproducibility of Results ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Seasons ¥ Time Factors ¥ Up-Regulation/genetics
GDS3600	20011585	Amidohydrolases/genetics ¥ Amidohydrolases/metabolism ¥ Cells, Cultured ¥ Cluster Analysis ¥ Cyclooxygenase 1/genetics ¥ Cyclooxygenase 1/metabolism ¥ Endothelial Cells/cytology* ¥ Endothelial Cells/drug effects ¥ Endothelial Cells/enzymology ¥ Endothelial Cells/metabolism* ¥ Estradiol/pharmacology* ¥ Estrogen Receptor alpha/metabolism ¥ Estrogen Receptor beta/genetics ¥ Gene Expression Profiling ¥ Gene Expression Regulation/drug effects ¥ Humans ¥ Metabolic Networks and Pathways/drug effects* ¥ Metabolic Networks and Pathways/genetics ¥ Oligonucleotide Array Sequence Analysis ¥ Principal Component Analysis ¥ Reproducibility of Results ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Signal Transduction/drug effects ¥ Signal Transduction/genetics ¥ Transforming Growth Factor beta1/metabolism ¥ Umbilical Veins/cytology ¥ Vasodilation/drug effects*
GDS3601	16059715	Abdomen* ¥ Adipocytes/physiology* ¥ Body Weight ¥ Enzymes/genetics ¥ Gene Expression Regulation ¥ Humans ¥ Indians, North American/genetics* ¥ Inflammation/genetics* ¥ Inflammation/physiopathology ¥ Obesity/genetics* ¥ Oligonucleotide Array Sequence Analysis* ¥ Proteins/genetics ¥ RNA, Messenger/genetics ¥ Reference Values ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Skin ¥ United States
GDS3602	16059715	Abdomen* ¥ Adipocytes/physiology* ¥ Body Weight ¥ Enzymes/genetics ¥ Gene Expression Regulation ¥ Humans ¥ Indians, North American/genetics* ¥ Inflammation/genetics* ¥ Inflammation/physiopathology ¥ Obesity/genetics* ¥ Oligonucleotide Array Sequence Analysis* ¥ Proteins/genetics ¥ RNA, Messenger/genetics ¥ Reference Values ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Skin ¥ United States
GDS3603	15637533	Adult ¥ Aged ¥ Area Under Curve ¥ Double-Blind Method ¥ Female ¥ Humans ¥ Kidney Neoplasms/drug therapy ¥ Kidney Neoplasms/metabolism* ¥ Leukocytes, Mononuclear/metabolism ¥ Male ¥ Metabolic Clearance Rate ¥ Middle Aged ¥ Pharmacogenetics ¥ Severity of Illness Index ¥ Sirolimus/adverse effects ¥ Sirolimus/analogs & derivatives* ¥ Sirolimus/metabolism ¥ Sirolimus/pharmacokinetics* ¥ Thrombocytopenia/chemically induced ¥ Thrombocytopenia/classification
GDS3604	16355216	Animals ¥ Cell Proliferation/drug effects ¥ Cell Transformation, Neoplastic/drug effects* ¥ Cell Transformation, Neoplastic/pathology ¥ DNA Methylation/drug effects* ¥ Endometrial Neoplasms/chemically induced* ¥ Endometrial Neoplasms/pathology* ¥ Endometrium/drug effects ¥ Endometrium/pathology ¥ Estrogen Receptor alpha/metabolism ¥ Female ¥ Humans ¥ Mice ¥ Mice, Nude ¥ Oligonucleotide Array Sequence Analysis ¥ PAX2 Transcription Factor/genetics* ¥ PAX2 Transcription Factor/metabolism* ¥ Promoter Regions, Genetic/genetics ¥ Selective Estrogen Receptor Modulators/adverse effects ¥ Selective Estrogen Receptor Modulators/pharmacology ¥ Tamoxifen/adverse effects ¥ Tamoxifen/pharmacology*
GDS3606	19880492	Antineoplastic Agents/chemistry ¥ Antineoplastic Agents/pharmacology* ¥ Antineoplastic Agents/toxicity ¥ Cell Death/drug effects ¥ Cell Proliferation/drug effects ¥ Drug Screening Assays, Antitumor ¥ Gene Expression Regulation, Leukemic/drug effects ¥ Humans ¥ Hydrazones/chemistry ¥ Hydrazones/pharmacology* ¥ Hydrazones/toxicity ¥ Leukemia, Myeloid/enzymology ¥ Leukemia, Myeloid/genetics ¥ Leukemia, Myeloid/pathology* ¥ Peptides/pharmacology ¥ Phosphorylation/drug effects ¥ Receptors, Thrombopoietin/agonists* ¥ Ribosomal Protein S6 Kinases, 70-kDa/metabolism ¥ Transcription Factors/genetics ¥ Transcription Factors/metabolism ¥ Tumor Cells, Cultured
GDS3609	19829710	Animals ¥ Antigens, CD44/biosynthesis ¥ Cell Line, Tumor ¥ Female ¥ Gene Expression Regulation, Neoplastic ¥ Genes, Tumor Suppressor* ¥ Humans ¥ Integrin alpha6/biosynthesis ¥ Intracellular Signaling Peptides and Proteins/metabolism* ¥ Mammary Glands, Animal/pathology* ¥ Mammary Neoplasms, Animal/pathology* ¥ Matrix Metalloproteinase 14/metabolism ¥ Mice ¥ Mice, Transgenic ¥ Neoplasm Invasiveness ¥ Protein-Tyrosine Kinases/metabolism*
GDS3610	19142888	Adenocarcinoma/genetics* ¥ Adenocarcinoma/virology ¥ Case-Control Studies ¥ Cell Cycle Proteins/analysis ¥ Cell Cycle Proteins/genetics* ¥ Cell Line, Tumor ¥ DNA-Binding Proteins/analysis ¥ DNA-Binding Proteins/genetics* ¥ Down-Regulation* ¥ Gene Expression Profiling/methods ¥ Gene Expression Regulation, Neoplastic* ¥ Gene Expression Regulation, Viral* ¥ Herpesvirus 4, Human ¥ Humans ¥ Immunohistochemistry ¥ Nasopharyngeal Neoplasms/genetics* ¥ Nasopharyngeal Neoplasms/virology ¥ Oligonucleotide Array Sequence Analysis ¥ Protein-Serine-Threonine Kinases/analysis ¥ Protein-Serine-Threonine Kinases/genetics* ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Tumor Suppressor Proteins/analysis ¥ Tumor Suppressor Proteins/genetics* ¥ Tumor Virus Infections/complications ¥ Tumor Virus Infections/genetics
GDS3615	19620293	Acute Disease ¥ Adenovirus Infections, Human/immunology ¥ Adenovirus Infections, Human/metabolism ¥ Adenovirus Infections, Human/pathology ¥ Adolescent ¥ Asthma/immunology* ¥ Asthma/pathology ¥ Asthma/virology* ¥ Child ¥ Child, Preschool ¥ Female ¥ Gene Expression Regulation, Viral/immunology ¥ Humans ¥ Hypersensitivity, Immediate/immunology* ¥ Hypersensitivity, Immediate/pathology ¥ Hypersensitivity, Immediate/virology* ¥ Immunity, Innate*/genetics ¥ Inflammation Mediators/metabolism* ¥ Inflammation Mediators/physiology ¥ Influenza, Human/immunology ¥ Influenza, Human/metabolism ¥ Influenza, Human/pathology ¥ Male ¥ Paramyxoviridae Infections/immunology ¥ Paramyxoviridae Infections/metabolism ¥ Paramyxoviridae Infections/pathology ¥ Respiratory Syncytial Virus Infections/immunology ¥ Respiratory Syncytial Virus Infections/metabolism ¥ Respiratory Syncytial Virus Infections/pathology ¥ Signal Transduction/genetics ¥ Signal Transduction/immunology*
GDS3626	18469521	Blotting, Western ¥ Cell Cycle Proteins/metabolism* ¥ Cell Line ¥ DNA Primers/genetics ¥ G0 Phase/physiology* ¥ Gene Expression Profiling ¥ Gene Expression Regulation/physiology* ¥ Humans ¥ Intramolecular Oxidoreductases/genetics* ¥ Macrophage Migration-Inhibitory Factors/genetics* ¥ Microarray Analysis ¥ Models, Biological* ¥ RNA Interference ¥ RNA, Small Interfering/genetics ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Signal Transduction/genetics*
GDS3627	18486272	Aged ¥ Carcinoma, Non-Small-Cell Lung/genetics* ¥ Carcinoma, Non-Small-Cell Lung/metabolism* ¥ Female ¥ Gap Junctions/metabolism* ¥ Gene Expression Profiling* ¥ Gene Expression Regulation, Neoplastic* ¥ Humans ¥ Lung Neoplasms/genetics* ¥ Lung Neoplasms/metabolism* ¥ Male ¥ Middle Aged ¥ Multigene Family ¥ Oligonucleotide Array Sequence Analysis ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Tight Junctions/metabolism* ¥ Transcription, Genetic
GDS3628	19847310	Adult ¥ Antibodies, Monoclonal/pharmacology* ¥ Antirheumatic Agents/pharmacology ¥ Arthritis, Rheumatoid/drug therapy* ¥ CD4-Positive T-Lymphocytes/metabolism ¥ Female ¥ Flow Cytometry/methods ¥ Gene Expression Profiling* ¥ Humans ¥ Interleukin-2 Receptor alpha Subunit/biosynthesis ¥ Male ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis/methods ¥ Reproducibility of Results ¥ Treatment Outcome
GDS3630	19276242	Female ¥ Gene Expression Profiling* ¥ Humans ¥ Intestinal Mucosa/metabolism* ¥ Male ¥ Oligonucleotide Array Sequence Analysis ¥ Polymerase Chain Reaction ¥ RNA, Messenger/genetics
